study_year,poverty_families,poverty_individuals,median_income_2018,total_population,median_center_infant,median_family_infant,county_name,state_name,state_abbreviation
2014,16.5,23.1,35597.98,8360,NA,NA,Shannon County,Missouri,MO
2015,18.1,23.7,34348.24,8317,NA,NA,Shannon County,Missouri,MO
2016,16.5,22.6,33898.2,8256,NA,NA,Shannon County,Missouri,MO
2017,23.8,30.5,32138.06,8273,NA,NA,Shannon County,Missouri,MO
2018,21.9,28.5,32180,8246,NA,NA,Shannon County,Missouri,MO
2008,9.98,14.88,37777.24,6495,NA,NA,Shelby County,Missouri,MO
2009,9.6,14.7,38931.75,6457,NA,NA,Shelby County,Missouri,MO
2010,7,12,40613.92,6439,NA,NA,Shelby County,Missouri,MO
2011,9.6,16.1,39338.88,6389,NA,NA,Shelby County,Missouri,MO
2012,12,17.5,37640.9,6328,NA,NA,Shelby County,Missouri,MO
2013,12.6,18.4,38813.04,6274,NA,NA,Shelby County,Missouri,MO
2014,12.6,16.4,41271.1,6218,NA,NA,Shelby County,Missouri,MO
2015,14.1,18.4,41432.22,6179,NA,NA,Shelby County,Missouri,MO
2016,10.7,15.7,43418.55,6148,NA,NA,Shelby County,Missouri,MO
2017,10,15.5,43870.79,6084,NA,NA,Shelby County,Missouri,MO
2018,10,15,44051,6061,NA,NA,Shelby County,Missouri,MO
2008,13.6,18.5,41092.95,29662,NA,NA,Stoddard County,Missouri,MO
2009,12.5,18.3,39410.28,29524,NA,NA,Stoddard County,Missouri,MO
2010,11.9,18,41681.12,30089,NA,NA,Stoddard County,Missouri,MO
2011,10.9,16.9,39019.68,29992,NA,NA,Stoddard County,Missouri,MO
2012,9.5,15.6,41033.3,29902,NA,NA,Stoddard County,Missouri,MO
2013,9.9,15,41002.2,29860,NA,NA,Stoddard County,Missouri,MO
2014,10.1,14.9,41582.74,29864,NA,NA,Stoddard County,Missouri,MO
2015,10.9,15.7,40495.18,29837,NA,NA,Stoddard County,Missouri,MO
2016,11.7,16.7,40000.8,29788,NA,NA,Stoddard County,Missouri,MO
2017,11.8,16.8,41278.28,29634,NA,NA,Stoddard County,Missouri,MO
2018,10.1,16.2,40567,29512,NA,NA,Stoddard County,Missouri,MO
2008,10.8,16.7,48196.5,31397,NA,NA,Stone County,Missouri,MO
2009,8.6,14.6,47771.1,31186,NA,NA,Stone County,Missouri,MO
2010,10.5,16,47967.16,32003,NA,NA,Stone County,Missouri,MO
2011,12.6,19.1,45997.28,32154,NA,NA,Stone County,Missouri,MO
2012,13.3,19,46292.4,31968,NA,NA,Stone County,Missouri,MO
2013,12.1,17.1,44118,31817,NA,NA,Stone County,Missouri,MO
2014,11.1,16.3,42544.16,31593,NA,NA,Stone County,Missouri,MO
2015,10.8,16.6,42940.6,31375,NA,NA,Stone County,Missouri,MO
2016,8.7,13.4,44041.2,31197,NA,NA,Stone County,Missouri,MO
2017,8.2,12.8,44590.76,31529,NA,NA,Stone County,Missouri,MO
2018,8,12.6,46443,31527,NA,NA,Stone County,Missouri,MO
2008,16.16,21.74,34629.18,6884,NA,NA,Sullivan County,Missouri,MO
2009,16.8,22.4,35817.21,6842,NA,NA,Sullivan County,Missouri,MO
2010,15.7,21.1,35332.44,6728,NA,NA,Sullivan County,Missouri,MO
2011,12.1,18.2,37176.16,6702,NA,NA,Sullivan County,Missouri,MO
2012,11.4,17.6,37671.7,6667,NA,NA,Sullivan County,Missouri,MO
2013,12.2,17,39610.08,6611,NA,NA,Sullivan County,Missouri,MO
2014,10.9,16.2,39429.88,6551,NA,NA,Sullivan County,Missouri,MO
2015,11.1,16.6,42608.82,6512,NA,NA,Sullivan County,Missouri,MO
2016,10.7,16.4,44770.95,6416,NA,NA,Sullivan County,Missouri,MO
2017,10.2,15.9,43295.02,6382,NA,NA,Sullivan County,Missouri,MO
2018,10.5,17.6,42604,6317,NA,NA,Sullivan County,Missouri,MO
2008,10.1,13.7,44859.2,45618,NA,NA,Taney County,Missouri,MO
2009,9.6,13.4,46920.51,45732,NA,NA,Taney County,Missouri,MO
2010,10.5,14.8,45270.16,49324,NA,NA,Taney County,Missouri,MO
2011,11,16.3,44934.4,50631,NA,NA,Taney County,Missouri,MO
2012,10.5,17,44123.2,51596,NA,NA,Taney County,Missouri,MO
2013,12.4,18.8,41537.88,52412,NA,NA,Taney County,Missouri,MO
2014,14.1,20.2,39483.94,53086,NA,NA,Taney County,Missouri,MO
2015,13.2,19,40658.42,53555,NA,NA,Taney County,Missouri,MO
2016,12.9,17.8,39942,53853,NA,NA,Taney County,Missouri,MO
2017,12.8,17.1,40850.83,54308,NA,NA,Taney County,Missouri,MO
2018,12.4,17.2,41487,54720,NA,NA,Taney County,Missouri,MO
2008,16.5,21.1,33957.2,24568,NA,NA,Texas County,Missouri,MO
2009,14.1,19.7,35765.73,24477,NA,NA,Texas County,Missouri,MO
2010,14.7,21.5,36600.32,25662,NA,NA,Texas County,Missouri,MO
2011,13.3,20.2,37103.36,25773,NA,NA,Texas County,Missouri,MO
2012,12.8,20.5,37972,25840,NA,NA,Texas County,Missouri,MO
2013,13,21.4,38968.56,25830,NA,NA,Texas County,Missouri,MO
2014,13.2,21.5,37971.32,25796,NA,NA,Texas County,Missouri,MO
2015,13.2,21.7,37193.28,25735,NA,NA,Texas County,Missouri,MO
2016,17,26.2,37516.5,25690,NA,NA,Texas County,Missouri,MO
2017,17,25.3,36638.13,25714,NA,NA,Texas County,Missouri,MO
2018,16.6,24.3,35277,25671,NA,NA,Texas County,Missouri,MO
2008,20.2,22.8,36935.7,20027,NA,NA,Vernon County,Missouri,MO
2009,18.4,23,38798.37,20127,NA,NA,Vernon County,Missouri,MO
2010,16.4,21.2,39888.92,20917,NA,NA,Vernon County,Missouri,MO
2011,16,22,41789.44,20959,NA,NA,Vernon County,Missouri,MO
2012,15,21.7,41951.8,20958,NA,NA,Vernon County,Missouri,MO
2013,14,21,41773.32,20990,NA,NA,Vernon County,Missouri,MO
2014,12.2,19.4,42938.48,20984,NA,NA,Vernon County,Missouri,MO
2015,11.7,18.8,43134.58,20878,NA,NA,Vernon County,Missouri,MO
2016,10.8,17.4,42687.75,20836,NA,NA,Vernon County,Missouri,MO
2017,9.1,15.2,42723.37,20665,NA,NA,Vernon County,Missouri,MO
2018,7.3,13.6,43379,20691,NA,NA,Vernon County,Missouri,MO
2008,10.1,12.6,56688.1,30366,NA,NA,Warren County,Missouri,MO
2009,8.9,12,58174.74,30249,NA,NA,Warren County,Missouri,MO
2010,9.2,12.3,58267.96,31635,NA,NA,Warren County,Missouri,MO
2011,9.5,12.5,56203.84,32104,NA,NA,Warren County,Missouri,MO
2012,11,14.4,52664.7,32440,NA,NA,Warren County,Missouri,MO
2013,9.6,13.4,54896.4,32667,NA,NA,Warren County,Missouri,MO
2014,9.7,14,55662.72,32847,NA,NA,Warren County,Missouri,MO
2015,8.6,13.8,54200.98,33043,NA,NA,Warren County,Missouri,MO
2016,8.8,13.6,54084.45,33290,NA,NA,Warren County,Missouri,MO
2017,8.6,12.8,57878.79,33554,NA,NA,Warren County,Missouri,MO
2018,9.1,13.3,57948,33908,NA,NA,Warren County,Missouri,MO
2008,12.2,17.6,40206.3,24304,NA,NA,Washington County,Missouri,MO
2009,15.3,20.7,41546.7,24230,NA,NA,Washington County,Missouri,MO
2010,14.8,20.7,41645.16,24981,NA,NA,Washington County,Missouri,MO
2011,17.1,22.9,39365.76,25069,NA,NA,Washington County,Missouri,MO
2012,17.6,23.7,37416.5,25120,NA,NA,Washington County,Missouri,MO
2013,17.1,23.4,37478.16,25135,NA,NA,Washington County,Missouri,MO
2014,18.1,23.8,36338.92,25113,NA,NA,Washington County,Missouri,MO
2015,15.9,21.2,37423.3,25048,NA,NA,Washington County,Missouri,MO
2016,16.1,19.8,38536.05,25002,NA,NA,Washington County,Missouri,MO
2017,16.1,20.2,38944.3,24968,NA,NA,Washington County,Missouri,MO
2018,16.9,20.1,39621,24931,NA,NA,Washington County,Missouri,MO
2008,15.59,21.28,32011.78,12667,NA,NA,Wayne County,Missouri,MO
2009,15.3,21.2,33128.55,12593,NA,NA,Wayne County,Missouri,MO
2010,15.4,19.8,35520.36,13433,NA,NA,Wayne County,Missouri,MO
2011,15.2,21.8,32850.72,13448,NA,NA,Wayne County,Missouri,MO
2012,15.6,22.7,33469.7,13444,NA,NA,Wayne County,Missouri,MO
2013,14.4,21.9,35811.72,13437,NA,NA,Wayne County,Missouri,MO
2014,15.4,22.1,35056.32,13430,NA,NA,Wayne County,Missouri,MO
2015,14.7,22.5,35775,13397,NA,NA,Wayne County,Missouri,MO
2016,15.8,23,35651.7,13341,NA,NA,Wayne County,Missouri,MO
2017,14.9,23.4,36189.05,13369,NA,NA,Wayne County,Missouri,MO
2018,15.4,24.1,34391,13308,NA,NA,Wayne County,Missouri,MO
2008,13.2,17.4,46059.8,35779,NA,NA,Webster County,Missouri,MO
2009,14.2,18.9,46189.26,35635,NA,NA,Webster County,Missouri,MO
2010,12.4,16.8,47431.24,35678,NA,NA,Webster County,Missouri,MO
2011,11.7,16.1,46775.68,36027,NA,NA,Webster County,Missouri,MO
2012,11.5,16.6,46622.4,36183,NA,NA,Webster County,Missouri,MO
2013,11.8,18.9,48163.68,36274,NA,NA,Webster County,Missouri,MO
2014,10.6,16.5,48545.88,36461,NA,NA,Webster County,Missouri,MO
2015,12.1,18.9,47118.06,36690,NA,NA,Webster County,Missouri,MO
2016,12.5,18.7,47054.7,37075,NA,NA,Webster County,Missouri,MO
2017,12.9,18.4,46540.55,37558,NA,NA,Webster County,Missouri,MO
2018,12,16.8,47421,38082,NA,95.15,Webster County,Missouri,MO
